IDCliente,Genero,Jubilado,Casado,Dependientes,Permanencia_Meses,Telefonia,MutlipleLineas,Internet,SeguridadOnline,CopiaSeguridadLinea,SeguroDispositivo,Soporte,StreamingTV,StreamingMovies,TipoContrato,ReciboOnline,MetodoPago,MontoPlan,MontoTotal,Churn
0971-QIFJK,Mujer,No,Si,No,69,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.25,1641.8,No
9397-TZSHA,Mujer,No,No,No,69,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,24.6,1678.05,No
3391-JSQEW,Hombre,No,Si,No,40,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Pago efectivo,50.15,2058.5,No
0343-QLUZP,Hombre,No,No,No,60,No,Sin servicio telefonia,DSL,Si,Si,Si,No,No,No,Dos años,No,Transferencia bancaria,39.6,2424.5,No
9763-PDTKK,Mujer,No,No,No,4,Si,No,Fibra optica,Si,No,Si,Si,No,Si,Mensual,Si,Transferencia bancaria,94.4,387.2,Si
2176-LVPNX,Mujer,Si,No,No,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Pago efectivo,89.85,6293.45,No
7627-JKIAZ,Mujer,No,Si,No,37,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Tarjeta de credito,78.95,2839.65,Si
3312-UUMZW,Hombre,No,Si,No,32,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de credito,98.85,3145.9,No
1271-UODNO,Hombre,No,No,No,39,Si,Si,DSL,No,No,No,Si,No,No,Dos años,Si,Tarjeta de credito,53.85,2200.7,No
8461-EFQYM,Mujer,No,No,No,38,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Cheque,24.25,914.4,No
6900-RBKER,Hombre,No,No,No,52,Si,Si,Fibra optica,No,No,Si,No,No,Si,Dos años,Si,Tarjeta de credito,89.45,4577.75,No
6891-JPYFF,Mujer,No,Si,Si,48,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mensual,Si,Tarjeta de credito,105.25,4997.5,No
1459-QNFQT,Hombre,No,Si,Si,70,No,Sin servicio telefonia,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,59.5,4144.8,No
1047-NNCBF,Hombre,No,No,No,20,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Tarjeta de credito,70.55,1493.55,No
3696-XRIEN,Mujer,No,No,No,50,Si,Si,DSL,Si,No,Si,Si,Si,Si,Un año,Si,Tarjeta de credito,82.5,4179.1,No
4081-DYXAV,Mujer,No,No,No,19,No,Sin servicio telefonia,DSL,No,No,No,No,Si,Si,Un año,Si,Tarjeta de credito,44.85,893.55,Si
0074-HDKDG,Hombre,No,Si,Si,25,Si,No,DSL,Si,Si,Si,No,No,No,Un año,Si,Transferencia bancaria,61.6,1611,No
8791-GFXLZ,Hombre,No,No,No,12,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria,49.05,593.05,No
8111-SLLHI,Hombre,Si,Si,No,39,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque,105.65,4284.8,Si
0927-LCSMG,Hombre,No,No,No,7,Si,No,Fibra optica,No,No,Si,No,No,No,Mensual,No,Pago efectivo,74.65,544.55,Si
9330-DHBFL,Mujer,No,Si,Si,23,Si,No,DSL,Si,Si,Si,Si,No,No,Un año,Si,Pago efectivo,66.25,1533.8,No
0098-BOWSO,Hombre,No,No,No,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque,19.4,529.8,No
3452-ABWRL,Hombre,Si,No,No,47,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de credito,86.05,3865.6,No
5859-HZYLF,Hombre,No,Si,Si,26,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,19.15,515.75,No
8257-RZAHR,Mujer,No,Si,No,14,Si,Si,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,64.7,941,Si
5293-WXJAK,Mujer,Si,Si,No,11,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria,104.05,1133.65,Si
3156-QLHBO,Hombre,No,No,Si,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.25,48.35,No
2208-NQBCT,Mujer,No,Si,Si,26,Si,No,Fibra optica,Si,Si,No,No,No,No,Mensual,No,Cheque,81.95,2070.05,No
1779-PWPMG,Mujer,Si,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,114.65,8333.95,No
6621-NRZAK,Mujer,No,Si,Si,63,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20,1209.25,No
0831-JNISG,Hombre,No,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.8,1396.25,No
0774-IFUVM,Hombre,No,Si,Si,11,Si,Si,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,65.15,723.35,No
3082-WQRVY,Hombre,Si,Si,No,14,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.65,228.65,No
9553-DLCLU,Mujer,No,No,Si,13,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,88.95,1161.75,No
1641-BYBTK,Hombre,No,No,Si,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,20.2,98.35,No
2460-NGXBJ,Hombre,Si,Si,Si,11,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,75.2,775.3,No
2446-ZKVAF,Hombre,No,Si,No,18,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Tarjeta de credito,56.8,1074.65,No
0841-NULXI,Hombre,No,No,No,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque,35.55,35.55,Si
3522-CDKHF,Mujer,No,Si,No,32,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria,75.5,2324.7,No
1430-SFQSA,Hombre,No,No,No,29,No,Sin servicio telefonia,DSL,Si,No,No,Si,No,No,Un año,No,Pago efectivo,35.6,1072.6,No
0411-EZJZE,Mujer,No,No,No,3,Si,Si,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque,60.25,170.5,No
7851-WZEKY,Mujer,No,No,No,2,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,95.15,196.9,Si
8844-TONUD,Hombre,No,Si,Si,13,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Pago efectivo,96.65,1162.85,Si
8807-ARQET,Mujer,No,No,No,41,No,Sin servicio telefonia,DSL,No,Si,No,No,No,Si,Mensual,Si,Cheque,40.35,1677.85,No
8992-CEUEN,Mujer,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque,18.85,18.85,No
4320-QMLLA,Hombre,No,No,No,7,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Pago efectivo,54.85,370.4,No
8777-PVYGU,Mujer,No,Si,No,52,Si,No,DSL,Si,No,Si,No,Si,No,Un año,Si,Pago efectivo,64.3,3410.6,No
8292-ITGYJ,Mujer,No,Si,Si,45,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria,24.65,1138.8,No
6870-ZWMNX,Hombre,No,Si,No,70,Si,Si,DSL,No,Si,Si,Si,Si,No,Dos años,No,Tarjeta de credito,76.1,5264.25,No
0621-CXBKL,Mujer,No,No,No,53,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,18.7,1005.7,No
5268-DSMNQ,Mujer,Si,Si,No,62,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Un año,Si,Tarjeta de credito,97.95,5936.55,No
5334-JLAXU,Mujer,No,Si,No,60,Si,Si,Fibra optica,Si,Si,No,No,No,Si,Mensual,Si,Tarjeta de credito,94.1,5475.9,No
4086-YQSNZ,Mujer,Si,Si,No,3,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque,80.4,224.05,Si
6242-MBHPK,Mujer,Si,Si,No,23,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Cheque,95.1,2326.05,No
5868-CZJDR,Hombre,No,No,Si,1,No,Sin servicio telefonia,DSL,No,Si,No,No,No,No,Mensual,Si,Pago efectivo,31.35,31.35,Si
9359-UGBTK,Mujer,No,No,No,67,Si,No,DSL,Si,No,Si,Si,No,Si,Un año,Si,Transferencia bancaria,72.35,4991.5,No
0135-NMXAP,Mujer,No,No,No,12,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria,89.75,1052.4,Si
4782-OSFXZ,Mujer,Si,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Transferencia bancaria,82.7,5831.2,No
6479-OAUSD,Hombre,No,No,No,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de credito,19.9,510.8,No
7129-ACFOG,Mujer,No,No,No,5,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque,53.8,283.95,No
4189-NAKJS,Hombre,No,No,No,26,Si,Si,DSL,No,No,No,No,No,No,Un año,Si,Tarjeta de credito,51.55,1295.4,No
5562-BETPV,Hombre,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.65,19.65,No
1282-IHQAC,Hombre,Si,No,No,70,No,Sin servicio telefonia,DSL,No,Si,Si,No,Si,No,Un año,Si,Tarjeta de credito,44.05,3011.65,No
9127-FHJBZ,Hombre,No,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque,114,8093.15,No
6270-OMFIW,Hombre,No,Si,No,60,Si,No,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Cheque,94.4,5610.25,Si
1641-RQDAY,Mujer,Si,Si,Si,32,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque,100.4,3217.65,No
0107-WESLM,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque,19.85,19.85,Si
6994-ORCWG,Mujer,No,No,No,14,Si,Si,DSL,No,Si,No,No,No,No,Un año,Si,Pago efectivo,54.25,773.2,No
1346-UFHAX,Mujer,No,No,No,13,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de credito,80,1029.35,No
3992-YWPKO,Mujer,No,No,No,6,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mensual,Si,Tarjeta de credito,109.9,669.45,Si
2933-XEUJM,Mujer,No,No,No,46,Si,Si,DSL,Si,No,Si,No,Si,Si,Dos años,No,Pago efectivo,79.2,3593.8,No
0125-LZQXK,Hombre,No,No,No,15,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque,101.35,1553.95,Si
5461-QKNTN,Hombre,Si,Si,No,43,Si,Si,Fibra optica,No,Si,No,Si,Si,No,Mensual,Si,Cheque,94.3,3953.15,No
4835-YSJMR,Hombre,No,No,No,39,Si,No,DSL,No,No,No,Si,No,No,Dos años,Si,Transferencia bancaria,49.8,1971.15,No
8399-YNDCH,Hombre,Si,No,No,21,Si,No,DSL,No,No,Si,No,Si,No,Mensual,Si,Transferencia bancaria,60.05,1236.15,Si
3164-YAXFY,Hombre,No,No,No,57,No,Sin servicio telefonia,DSL,Si,No,Si,No,Si,Si,Mensual,Si,Cheque,53.75,3196,No
0887-WBJVH,Mujer,No,Si,No,53,Si,No,Fibra optica,No,No,No,Si,Si,Si,Un año,Si,Cheque,93.45,4872.2,No
4660-IRIBM,Hombre,No,Si,Si,18,Si,No,Fibra optica,Si,No,Si,No,Si,No,Mensual,Si,Pago efectivo,87.9,1500.5,No
5673-FSSMF,Mujer,No,No,No,1,Si,Si,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque,60.15,60.15,Si
7670-ZBPOQ,Mujer,No,Si,No,58,Si,Si,DSL,Si,No,No,Si,No,No,Un año,Si,Transferencia bancaria,61.05,3478.75,No
8089-UZWLX,Mujer,Si,No,No,71,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Dos años,No,Transferencia bancaria,104.05,7413.55,No
0080-OROZO,Mujer,No,No,No,35,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Un año,Si,Cheque,99.25,3532,No
3916-NRPAP,Hombre,No,No,No,3,Si,No,Fibra optica,No,No,Si,No,No,Si,Mensual,No,Tarjeta de credito,85.7,256.75,No
6807-SIWJI,Hombre,No,No,No,38,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Un año,Si,Cheque,104.85,3887.25,No
8221-HVAYI,Hombre,No,Si,Si,35,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,Si,Tarjeta de credito,69.15,2490.15,No
1579-KLYDT,Hombre,No,No,No,7,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mensual,Si,Cheque,90.45,593.45,Si
5232-NXPAY,Mujer,No,No,No,47,Si,No,DSL,No,No,Si,Si,Si,Si,Dos años,No,Pago efectivo,74.45,3510.3,No
8967-SZQAS,Mujer,No,No,No,14,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque,50.45,765.45,No
4468-KAZHE,Mujer,Si,Si,No,20,Si,No,DSL,No,Si,No,No,No,Si,Mensual,Si,Cheque,60,1259.35,No
0455-ENTCR,Hombre,No,Si,No,66,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,No,Cheque,85.25,5538.35,No
8944-AILEF,Hombre,No,Si,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de credito,19.45,340.85,No
5542-NKVRU,Mujer,No,No,No,42,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria,20.75,844.45,No
7126-RBHSD,Mujer,No,Si,No,17,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,No,Cheque,78.9,1348.95,No
5370-IIVVL,Hombre,No,No,No,37,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Un año,Si,Tarjeta de credito,104.5,3778,No
6789-HJBWG,Mujer,No,No,No,12,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque,49.4,611.65,No
3927-NLNRY,Hombre,No,Si,No,53,Si,No,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Transferencia bancaria,94.25,4867.95,Si
9087-EYCPR,Mujer,No,No,No,60,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,25,1505.05,No
6791-YBNAK,Hombre,No,Si,Si,18,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,No,Tarjeta de credito,25.55,467.85,No
6358-LYNGM,Hombre,No,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,74.9,74.9,Si
6077-BDPXA,Mujer,No,No,No,3,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,70.15,194.2,No
0013-MHZWF,Mujer,No,No,Si,9,Si,No,DSL,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de credito,69.4,571.45,No
5494-HECPR,Mujer,No,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque,80.25,80.25,Si
8268-YDIXR,Hombre,No,Si,No,56,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Un año,Si,Cheque,93.15,5253.95,No
9824-BEMCV,Hombre,No,Si,Si,17,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69,1149.65,Si
1373-ORVIZ,Mujer,No,Si,Si,11,Si,Si,DSL,No,No,No,Si,No,Si,Mensual,Si,Cheque,66.35,740.8,Si
4291-SHSBH,Hombre,No,No,No,7,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.55,521.35,No
6980-IMXXE,Mujer,No,Si,Si,69,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,20.2,1412.65,No
9866-QEVEE,Hombre,No,No,No,19,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Transferencia bancaria,86,1532.45,Si
9897-KXHCM,Mujer,No,Si,Si,3,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,80.3,250.05,Si
0040-HALCW,Hombre,No,Si,Si,54,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20.4,1090.6,No
0784-GTUUK,Hombre,No,Si,No,62,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Tarjeta de credito,23.75,1446.8,No
7979-CORPM,Hombre,No,No,No,24,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de credito,90.55,2282.55,Si
2294-DMMUS,Mujer,No,Si,Si,62,Si,Si,DSL,No,No,No,No,Si,Si,Mensual,Si,Tarjeta de credito,70.45,4300.45,No
0872-JCPIB,Hombre,No,No,No,17,Si,Si,DSL,Si,No,No,No,No,Si,Mensual,No,Transferencia bancaria,65.75,1111.2,No
3055-MJDSB,Hombre,No,No,No,9,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,Si,Pago efectivo,24.6,190.1,No
9091-WTUUY,Hombre,No,Si,Si,64,Si,No,DSL,Si,No,Si,Si,Si,No,Dos años,No,Pago efectivo,69.25,4447.75,No
1618-CFHME,Mujer,No,No,No,2,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,75.9,143.35,Si
3165-HDOEW,Hombre,No,Si,Si,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Pago efectivo,45.85,45.85,Si
6581-NQCBA,Mujer,No,Si,No,16,No,Sin servicio telefonia,DSL,No,No,No,Si,Si,Si,Mensual,Si,Cheque,49.95,810.2,Si
7115-IRDHS,Mujer,No,Si,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.65,1830.05,No
8496-DMZUK,Hombre,No,No,No,30,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Un año,No,Transferencia bancaria,90.4,2820.65,No
2040-VZIKE,Mujer,No,Si,No,49,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Pago efectivo,100.85,4847.35,No
9068-VPWQQ,Hombre,No,Si,No,61,Si,Si,DSL,Si,No,Si,Si,No,Si,Dos años,No,Tarjeta de credito,75.35,4729.3,No
0178-SZBHO,Hombre,No,Si,Si,47,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,No,Cheque,87.2,4017.45,No
0384-RVBPI,Hombre,No,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Mensual,No,Tarjeta de credito,64.4,1398.6,No
1689-MRZQR,Hombre,No,Si,Si,34,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,No,Cheque,78.3,2564.3,Si
1299-AURJA,Mujer,No,Si,Si,70,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.7,1685.9,No
4525-VZCZG,Hombre,No,No,Si,54,Si,No,Fibra optica,Si,Si,No,Si,Si,Si,Un año,Si,Cheque,105.85,5826.65,No
1543-LLLFT,Hombre,Si,Si,No,61,Si,Si,Fibra optica,No,Si,Si,Si,Si,No,Un año,Si,Pago efectivo,98.3,6066.55,No
5835-BEQEU,Hombre,No,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,76.95,228.4,Si
2788-CJQAQ,Hombre,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.45,270.2,No
5565-FILXA,Mujer,Si,No,No,16,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,96.15,1529.2,Si
0319-QZTCO,Mujer,No,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de credito,58.7,168.6,No
2120-SMPEX,Hombre,No,No,No,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,20.15,536.35,No
0096-FCPUF,Hombre,No,No,No,30,Si,Si,DSL,Si,No,No,No,No,Si,Mensual,Si,Pago efectivo,64.5,1888.45,No
0668-OGMHD,Mujer,No,Si,No,21,No,Sin servicio telefonia,DSL,Si,No,No,No,No,No,Mensual,No,Cheque,28.5,629.35,No
5552-ZNFSJ,Hombre,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque,45.3,45.3,Si
2223-KAGMX,Mujer,No,No,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,19.4,289.3,Si
6507-ZJSUR,Hombre,Si,Si,No,23,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,90.45,2117.25,No
9408-HRXRK,Mujer,No,Si,Si,45,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mensual,Si,Cheque,105.15,4730.9,No
5593-SUAOO,Mujer,No,Si,Si,24,Si,Si,Fibra optica,No,Si,Si,No,No,No,Un año,No,Transferencia bancaria,83.15,2033.05,No
7321-PKUYW,Mujer,No,No,No,11,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mensual,No,Cheque,90.15,987.95,Si
2833-SLKDQ,Hombre,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Pago efectivo,45.05,45.05,Si
6766-HFKLA,Mujer,No,Si,No,56,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,103.2,5744.35,No
7595-EUIVN,Mujer,No,No,No,1,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,No,Cheque,75.8,75.8,Si
7617-EYGLW,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque,19.45,19.45,No
2026-TGDHM,Mujer,No,No,No,7,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,79.3,523.15,Si
9220-ZNKJI,Mujer,Si,Si,No,55,Si,No,Fibra optica,No,No,Si,Si,Si,No,Dos años,No,Tarjeta de credito,88.8,4805.3,No
4030-VPZBD,Mujer,No,No,No,2,No,Sin servicio telefonia,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque,30.9,59.05,Si
2226-ICFDO,Mujer,No,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito,85.9,6110.75,No
0723-VSOBE,Mujer,Si,No,No,45,No,Sin servicio telefonia,DSL,No,No,No,No,No,Si,Un año,No,Cheque,34.2,1596.6,No
5529-GIBVH,Mujer,No,No,No,47,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,20.15,1046.2,No
4187-CINZD,Mujer,Si,No,No,46,Si,No,Fibra optica,No,Si,No,No,Si,Si,Un año,No,Tarjeta de credito,95.25,4424.2,Si
9992-UJOEL,Hombre,No,No,No,2,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Pago efectivo,50.3,92.75,No
4741-WWJQZ,Mujer,No,Si,No,2,Si,No,Fibra optica,Si,No,No,Si,No,No,Mensual,Si,Cheque,80.15,194.55,No
6625-UTXEW,Mujer,No,Si,No,12,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque,51.25,612.1,No
6818-WOBHJ,Mujer,Si,Si,No,68,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Transferencia bancaria,89.6,6127.6,Si
6244-BESBM,Hombre,No,Si,Si,69,Si,No,Fibra optica,No,No,No,Si,Si,Si,Dos años,Si,Tarjeta de credito,95.2,6671.7,No
1004-NOZNR,Hombre,Si,No,Si,56,Si,No,Fibra optica,Si,No,No,No,Si,Si,Un año,No,Tarjeta de credito,94.8,5264.3,No
1251-STYSZ,Mujer,Si,No,No,4,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Cheque,80.25,303.7,No
2612-PHGOX,Hombre,No,Si,No,64,Si,Si,DSL,No,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,76.1,4818.8,No
2408-TZMJL,Hombre,No,Si,No,59,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Un año,Si,Cheque,110.15,6448.05,Si
8480-PPONV,Hombre,No,Si,Si,62,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,115.55,7159.05,No
8780-IHCRN,Hombre,No,Si,Si,63,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,24.65,1574.5,No
4598-ZADCK,Mujer,No,No,No,53,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,Si,No,Un año,Si,Cheque,53.6,2879.2,No
1257-SXUXQ,Hombre,No,Si,Si,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.45,86.05,No
